#LIBRARY    ENDF/B-VII.1
#REACTION   U-235(N,F`),SIG
#NUCLEUS    U-235
#MF         3
#MT         19
#EN-MIN     1e-05
#EN-MAX     2e+07
#E,eV        Sig,b        Interpolation
 3.71379280e+00 16.162487 Lin-Lin
 3.71669054e+00 15.158747 Lin-Lin
 3.71958828e+00 14.235256 Lin-Lin
 3.72248602e+00 13.386177 Lin-Lin
 3.72538376e+00 12.605889 Lin-Lin
 3.72828150e+00 11.889029 Lin-Lin
 3.73117924e+00 11.230519 Lin-Lin
 3.73508000e+00 10.427851 Lin-Lin
 3.73808908e+00 9.868189 Lin-Lin
 3.74109840e+00 9.355384 Lin-Lin
 3.74410748e+00 8.885269 Lin-Lin
 3.74811983e+00 8.318277 Lin-Lin
 3.75213194e+00 7.812197 Lin-Lin
 3.75614429e+00 7.359756 Lin-Lin
 3.76015639e+00 6.954531 Lin-Lin
 3.76416874e+00 6.590855 Lin-Lin
 3.76840377e+00 6.246542 Lin-Lin
 3.77286172e+00 5.922463 Lin-Lin
 3.77731991e+00 5.632581 Lin-Lin
 3.78177786e+00 5.372342 Lin-Lin
 3.78623581e+00 5.137783 Lin-Lin
 3.79069400e+00 4.925452 Lin-Lin
 3.79738092e+00 4.642158 Lin-Lin
 3.80183887e+00 4.473059 Lin-Lin
 3.80897188e+00 4.229325 Lin-Lin
 3.81610465e+00 4.012352 Lin-Lin
 3.82323742e+00 3.816376 Lin-Lin
 3.83037043e+00 3.636970 Lin-Lin
 3.83928633e+00 3.431150 Lin-Lin
 3.84820247e+00 3.242104 Lin-Lin
 3.85711861e+00 3.067887 Lin-Lin
 3.86772871e+00 2.879707 Lin-Lin
 3.87526274e+00 2.759677 Lin-Lin
 3.88337636e+00 2.644442 Lin-Lin
 3.89189124e+00 2.540702 Lin-Lin
 3.89857817e+00 2.472487 Lin-Lin
 3.90526533e+00 2.416425 Lin-Lin
 3.91328979e+00 2.365378 Lin-Lin
 3.92131424e+00 2.331683 Lin-Lin
 3.92666388e+00 2.318406 Lin-Lin
 3.93557978e+00 2.311307 Lin-Lin
 3.94449592e+00 2.320839 Lin-Lin
 3.95341206e+00 2.344208 Lin-Lin
 3.96678615e+00 2.398920 Lin-Lin
 3.98016000e+00 2.469292 Lin-Lin
 4.03365660e+00 2.789597 Lin-Lin
 4.06040478e+00 2.935442 Lin-Lin
 4.08715296e+00 3.064647 Lin-Lin
 4.12281704e+00 3.213386 Lin-Lin
 4.15848112e+00 3.340020 Lin-Lin
 4.19414568e+00 3.449348 Lin-Lin
 4.23872566e+00 3.567501 Lin-Lin
 4.29556322e+00 3.696901 Lin-Lin
 4.47994804e+00 4.059510 Lin-Lin
 4.52724028e+00 4.167642 Lin-Lin
 4.55906391e+00 4.254164 Lin-Lin
 4.59111166e+00 4.360069 Lin-Lin
 4.61531591e+00 4.459357 Lin-Lin
 4.63952017e+00 4.584436 Lin-Lin
 4.66034031e+00 4.723830 Lin-Lin
 4.67595530e+00 4.857987 Lin-Lin
 4.68656349e+00 4.970209 Lin-Lin
 4.69736958e+00 5.109100 Lin-Lin
 4.70817614e+00 5.282547 Lin-Lin
 4.71628046e+00 5.444242 Lin-Lin
 4.72438526e+00 5.643409 Lin-Lin
 4.73151731e+00 5.860287 Lin-Lin
 4.73686647e+00 6.056183 Lin-Lin
 4.74221563e+00 6.287825 Lin-Lin
 4.74756479e+00 6.563141 Lin-Lin
 4.75291395e+00 6.891359 Lin-Lin
 4.75777674e+00 7.244376 Lin-Lin
 4.76263952e+00 7.658105 Lin-Lin
 4.76588154e+00 7.971903 Lin-Lin
 4.77020407e+00 8.442492 Lin-Lin
 4.77452660e+00 8.977618 Lin-Lin
 4.77884912e+00 9.581660 Lin-Lin
 4.78317165e+00 10.257442 Lin-Lin
 4.78749371e+00 11.005653 Lin-Lin
 4.79181623e+00 11.824227 Lin-Lin
