#LIBRARY    ENDF/B-VIII.1
#REACTION   AM-241(N,TOT),SIG
#NUCLEUS    Am-241
#MF         3
#MT         1
#EN-MIN     1e-05
#EN-MAX     3e+07
#E,eV        Sig,b        Interpolation
 2.95221061e-01 5282.110840 Lin-Lin
 2.96893924e-01 5461.709961 Lin-Lin
 2.97296315e-01 5497.578125 Lin-Lin
 2.98459142e-01 5601.088867 Lin-Lin
 2.98863649e-01 5629.652832 Lin-Lin
 3.00024360e-01 5711.474609 Lin-Lin
 3.00431013e-01 5731.778320 Lin-Lin
 3.00609320e-01 5740.657715 Lin-Lin
 3.01611662e-01 5790.537109 Lin-Lin
 3.02014083e-01 5801.625488 Lin-Lin
 3.02722394e-01 5821.046875 Lin-Lin
 3.03198963e-01 5834.090332 Lin-Lin
 3.03597122e-01 5837.351074 Lin-Lin
 3.04124832e-01 5841.623535 Lin-Lin
 3.04257154e-01 5842.684570 Lin-Lin
 3.05147707e-01 5832.974609 Lin-Lin
 3.05321425e-01 5831.070801 Lin-Lin
 3.05782139e-01 5825.970215 Lin-Lin
 3.06640625e-01 5797.507812 Lin-Lin
 3.06794435e-01 5792.387695 Lin-Lin
 3.07314277e-01 5775.049316 Lin-Lin
 3.08502913e-01 5709.450684 Lin-Lin
 3.08940142e-01 5685.259766 Lin-Lin
 3.08950990e-01 5684.434570 Lin-Lin
 3.10132205e-01 5594.406250 Lin-Lin
 3.10566008e-01 5561.292480 Lin-Lin
 3.11122745e-01 5508.446289 Lin-Lin
 3.11761469e-01 5447.765625 Lin-Lin
 3.12199533e-01 5406.106934 Lin-Lin
 3.13309729e-01 5282.780273 Lin-Lin
 3.13406080e-01 5272.068848 Lin-Lin
 3.13848317e-01 5222.873535 Lin-Lin
 3.14497292e-01 5141.092285 Lin-Lin
 3.15609127e-01 5000.917480 Lin-Lin
 3.16046745e-01 4945.709473 Lin-Lin
 3.16715777e-01 4852.202148 Lin-Lin
 3.17827702e-01 4696.724609 Lin-Lin
 3.18934292e-01 4541.934082 Lin-Lin
