#LIBRARY    ENDF/B-VIII.1
#REACTION   AM-241(N,G)AM-242,SIG
#NUCLEUS    Am-241
#MF         3
#MT         102
#EN-MIN     1e-05
#EN-MAX     3e+07
#E,eV        Sig,b        Interpolation
 1.73558629e+00 51.906898 Lin-Lin
 1.74472022e+00 53.957966 Lin-Lin
 1.75080943e+00 55.608250 Lin-Lin
 1.75698459e+00 57.550526 Lin-Lin
 1.76315987e+00 59.803894 Lin-Lin
 1.76933503e+00 62.418217 Lin-Lin
 1.77551019e+00 65.455132 Lin-Lin
 1.78020692e+00 68.094612 Lin-Lin
 1.78490365e+00 71.064026 Lin-Lin
 1.78960049e+00 74.412987 Lin-Lin
 1.79429722e+00 78.201469 Lin-Lin
 1.79899395e+00 82.502419 Lin-Lin
 1.80244327e+00 86.038651 Lin-Lin
 1.80621076e+00 90.321762 Lin-Lin
 1.80997837e+00 95.107994 Lin-Lin
 1.81374586e+00 100.475937 Lin-Lin
 1.81769109e+00 106.824028 Lin-Lin
 1.82078326e+00 112.403374 Lin-Lin
 1.82387543e+00 118.596397 Lin-Lin
 1.82696760e+00 125.493858 Lin-Lin
 1.83005977e+00 133.203156 Lin-Lin
 1.83315182e+00 141.851593 Lin-Lin
 1.83624399e+00 151.589935 Lin-Lin
 1.83933616e+00 162.596375 Lin-Lin
 1.84139764e+00 170.740677 Lin-Lin
 1.84345913e+00 179.611923 Lin-Lin
 1.84552050e+00 189.288406 Lin-Lin
 1.84758198e+00 199.856339 Lin-Lin
 1.84964335e+00 211.410110 Lin-Lin
 1.85170484e+00 224.052277 Lin-Lin
 1.85376632e+00 237.893402 Lin-Lin
 1.85582769e+00 253.051514 Lin-Lin
 1.85788918e+00 269.651154 Lin-Lin
 1.85995066e+00 287.821991 Lin-Lin
 1.86201203e+00 307.696655 Lin-Lin
 1.86407351e+00 329.408356 Lin-Lin
 1.86644411e+00 356.816559 Lin-Lin
 1.86845410e+00 382.230591 Lin-Lin
 1.87046397e+00 409.750122 Lin-Lin
 1.87247384e+00 439.460266 Lin-Lin
 1.87448382e+00 471.424347 Lin-Lin
 1.87685442e+00 512.069275 Lin-Lin
 1.87891591e+00 550.000488 Lin-Lin
 1.88097727e+00 590.288208 Lin-Lin
 1.88406944e+00 654.899475 Lin-Lin
 1.88716161e+00 723.976196 Lin-Lin
 1.89128447e+00 821.386475 Lin-Lin
 1.89953029e+00 1021.526611 Lin-Lin
 1.90241635e+00 1088.054321 Lin-Lin
 1.90519929e+00 1147.794556 Lin-Lin
 1.90798223e+00 1201.549194 Lin-Lin
 1.91107440e+00 1252.360840 Lin-Lin
 1.91313577e+00 1280.101685 Lin-Lin
 1.91519725e+00 1302.362793 Lin-Lin
 1.91753781e+00 1320.500854 Lin-Lin
 1.92015767e+00 1331.316528 Lin-Lin
 1.92158735e+00 1332.876953 Lin-Lin
 1.92409599e+00 1328.157959 Lin-Lin
 1.92614019e+00 1317.377563 Lin-Lin
 1.92818427e+00 1300.575562 Lin-Lin
 1.93086421e+00 1269.944702 Lin-Lin
 1.93354404e+00 1230.414917 Lin-Lin
 1.93622398e+00 1183.133911 Lin-Lin
 1.93890381e+00 1129.415894 Lin-Lin
 1.94199598e+00 1061.283936 Lin-Lin
 1.94714963e+00 938.873596 Lin-Lin
 1.95436466e+00 764.668335 Lin-Lin
