#LIBRARY    ENDF/B-VIII.1
#REACTION   GD-155(N,TOT),SIG
#NUCLEUS    Gd-155
#MF         3
#MT         1
#EN-MIN     1e-05
#EN-MAX     2e+07
#E,eV        Sig,b        Interpolation
 1.92246270e+00 648.737122 Lin-Lin
 1.92411828e+00 664.761536 Lin-Lin
 1.92687762e+00 691.476257 Lin-Lin
 1.92798126e+00 702.165283 Lin-Lin
 1.92963684e+00 719.678101 Lin-Lin
 1.93239605e+00 748.874573 Lin-Lin
 1.93349981e+00 760.556702 Lin-Lin
 1.93515539e+00 779.536560 Lin-Lin
 1.93791461e+00 811.179077 Lin-Lin
 1.93901837e+00 823.840088 Lin-Lin
 1.94067395e+00 844.161987 Lin-Lin
 1.94343317e+00 878.042236 Lin-Lin
 1.94426095e+00 888.209534 Lin-Lin
 1.94619238e+00 913.482544 Lin-Lin
 1.94950354e+00 956.822449 Lin-Lin
 1.95171094e+00 985.726746 Lin-Lin
 1.95281470e+00 1000.903015 Lin-Lin
 1.95612574e+00 1046.448608 Lin-Lin
 1.95943689e+00 1092.010986 Lin-Lin
 1.96274805e+00 1137.589722 Lin-Lin
 1.96578324e+00 1179.384155 Lin-Lin
 1.96964622e+00 1232.594971 Lin-Lin
 1.96992207e+00 1236.397095 Lin-Lin
 1.97287214e+00 1274.900024 Lin-Lin
 1.97350919e+00 1283.214844 Lin-Lin
 1.97544062e+00 1308.433716 Lin-Lin
 1.97930360e+00 1354.751953 Lin-Lin
 1.98095918e+00 1374.609985 Lin-Lin
 1.98625779e+00 1430.369873 Lin-Lin
 1.99133658e+00 1474.734741 Lin-Lin
 1.99475551e+00 1497.547607 Lin-Lin
 1.99641538e+00 1508.616821 Lin-Lin
 2.00022435e+00 1526.392456 Lin-Lin
 2.00066495e+00 1527.644775 Lin-Lin
 2.00070572e+00 1527.760254 Lin-Lin
 2.00403357e+00 1537.195801 Lin-Lin
 2.00657463e+00 1539.721924 Lin-Lin
 2.00769281e+00 1540.824463 Lin-Lin
 2.01100373e+00 1537.361206 Lin-Lin
 2.01222849e+00 1536.069092 Lin-Lin
 2.01583695e+00 1524.618774 Lin-Lin
 2.01641393e+00 1522.781616 Lin-Lin
 2.02058816e+00 1501.422119 Lin-Lin
 2.02059937e+00 1501.363770 Lin-Lin
 2.02478504e+00 1472.423706 Lin-Lin
 2.02533937e+00 1467.549438 Lin-Lin
 2.03009033e+00 1425.716187 Lin-Lin
 2.03062606e+00 1420.994385 Lin-Lin
